name,telephone,address,city,postalCode,zone
WAQUET RODRIGUEZ STEPHANIE,03 27 09 07 00,SELARL DR STEPHANIE WAQUET RODRIGUEZ 80 RUE DE PARIS,VALENCIENNES,59300,Avesnes-sur-Helpe
CENTRE DE SANTE DENTAIRE APREVA,,CENTRE DE SANTE DENTAIRE APREVA BP299 RUE DES CANONNIERS,VALENCIENNES CEDEX,59300,Avesnes-sur-Helpe
LECOCQ GUILLAUME,03 27 47 43 19,41 RUE DU REMPART,VALENCIENNES,59300,Avesnes-sur-Helpe
CQENTRE SANTE DENTAIRE D ANZIN APREVA,,CQENTRE SANTE DENTAIRE D ANZIN APREVA 224 RUE JEAN JAURES,ANZIN,59410,Avesnes-sur-Helpe
EL JABRI YASSIR,03 27 44 37 46,CABINET DU DR EL JABRI 14 RUE DU MARECHAL LECLERC,DENAIN,59220,Avesnes-sur-Helpe
LAVALARD FLORENCE,03 27 82 33 77,65 BOULEVARD VAUBAN,CAMBRAI,59400,Avesnes-sur-Helpe
BODART CHRISTOPHE,03 27 83 14 48,18B RUE DE PERONNE,CAMBRAI,59400,Avesnes-sur-Helpe
GUILLEMONT ISABELLE,03 27 74 85 85,SELARL CABINET DENTAIRE DOCTEUR GUILLE 2 AVENUE DE LA VICTOIRE,CAMBRAI,59400,Avesnes-sur-Helpe
DEFURNE ANNE,03 27 74 85 85,SELARL CABINET DENTAIRE DOCTEUR DEFURN 2 AVENUE DE LA VICTOIRE,CAMBRAI,59400,Avesnes-sur-Helpe
CORNUT PAULINE,03 27 67 51 82,SELARL DU DOCTEUR PAULINE CORNUT MUDES SELARL DR CORNUT MUDES 1040 AVENUE CLEMENCEAU,FERRIERE LA GRANDE,59680,Avesnes-sur-Helpe
MERCIER GAELE,,PORTE DE MONS RESIDENCE LE VAUBAN C,MAUBEUGE,59600,Avesnes-sur-Helpe
POTTIER COUVREUR BENEDICTE,03 27 62 10 64,PORTE DE MONS RESIDENCE LE VAUBAN C,MAUBEUGE,59600,Avesnes-sur-Helpe
FAES JOHN,03 27 77 11 95,48B ROUTE D'HAPPEGARBES,LANDRECIES,59550,Avesnes-sur-Helpe
FLAMENT VALERIE,03 27 25 36 36,37 RUE THIERS,LE QUESNOY,59530,Avesnes-sur-Helpe
DEGARDIN LESNE ANNE CLARY,03 27 45 24 31,37 RUE JACQUES PERDRIX,VALENCIENNES,59300,Avesnes-sur-Helpe
VEERASAMY KESAVAN,03 27 30 93 05,28 RUE DU PROFOND SENS,VALENCIENNES,59300,Avesnes-sur-Helpe
GEYSELINCK HELENE,03 27 47 14 31,19 PLACE JEHAN FROISSART,VALENCIENNES,59300,Avesnes-sur-Helpe
COLLET BILBEAU ANNE SOPHIE,03 27 19 18 10,29 RUE CAPRON,VALENCIENNES,59300,Avesnes-sur-Helpe
WAQUET RODRIGUEZ STEPHANIE,03 27 09 07 00,SELARL DR STEPHANIE WAQUET RODRIGUEZ 80 RUE DE PARIS,VALENCIENNES,59300,Avesnes-sur-Helpe
CENTRE DE SANTE DENTAIRE APREVA,,CENTRE DE SANTE DENTAIRE APREVA BP299 RUE DES CANONNIERS,VALENCIENNES CEDEX,59300,Avesnes-sur-Helpe
LECOCQ GUILLAUME,03 27 47 43 19,41 RUE DU REMPART,VALENCIENNES,59300,Avesnes-sur-Helpe
CQENTRE SANTE DENTAIRE D ANZIN APREVA,,CQENTRE SANTE DENTAIRE D ANZIN APREVA 224 RUE JEAN JAURES,ANZIN,59410,Avesnes-sur-Helpe
EL JABRI YASSIR,03 27 44 37 46,CABINET DU DR EL JABRI 14 RUE DU MARECHAL LECLERC,DENAIN,59220,Avesnes-sur-Helpe
LAVALARD FLORENCE,03 27 82 33 77,65 BOULEVARD VAUBAN,CAMBRAI,59400,Avesnes-sur-Helpe
BODART CHRISTOPHE,03 27 83 14 48,18B RUE DE PERONNE,CAMBRAI,59400,Avesnes-sur-Helpe
GUILLEMONT ISABELLE,03 27 74 85 85,SELARL CABINET DENTAIRE DOCTEUR GUILLE 2 AVENUE DE LA VICTOIRE,CAMBRAI,59400,Avesnes-sur-Helpe
DEFURNE ANNE,03 27 74 85 85,SELARL CABINET DENTAIRE DOCTEUR DEFURN 2 AVENUE DE LA VICTOIRE,CAMBRAI,59400,Avesnes-sur-Helpe
CORNUT PAULINE,03 27 67 51 82,SELARL DU DOCTEUR PAULINE CORNUT MUDES SELARL DR CORNUT MUDES 1040 AVENUE CLEMENCEAU,FERRIERE LA GRANDE,59680,Avesnes-sur-Helpe
MERCIER GAELE,,PORTE DE MONS RESIDENCE LE VAUBAN C,MAUBEUGE,59600,Avesnes-sur-Helpe
POTTIER COUVREUR BENEDICTE,03 27 62 10 64,PORTE DE MONS RESIDENCE LE VAUBAN C,MAUBEUGE,59600,Avesnes-sur-Helpe
FAES JOHN,03 27 77 11 95,48B ROUTE D'HAPPEGARBES,LANDRECIES,59550,Avesnes-sur-Helpe
FLAMENT VALERIE,03 27 25 36 36,37 RUE THIERS,LE QUESNOY,59530,Avesnes-sur-Helpe
DEGARDIN LESNE ANNE CLARY,03 27 45 24 31,37 RUE JACQUES PERDRIX,VALENCIENNES,59300,Avesnes-sur-Helpe
VEERASAMY KESAVAN,03 27 30 93 05,28 RUE DU PROFOND SENS,VALENCIENNES,59300,Avesnes-sur-Helpe
GEYSELINCK HELENE,03 27 47 14 31,19 PLACE JEHAN FROISSART,VALENCIENNES,59300,Avesnes-sur-Helpe
COLLET BILBEAU ANNE SOPHIE,03 27 19 18 10,29 RUE CAPRON,VALENCIENNES,59300,Avesnes-sur-Helpe
WAQUET RODRIGUEZ STEPHANIE,03 27 09 07 00,SELARL DR STEPHANIE WAQUET RODRIGUEZ 80 RUE DE PARIS,VALENCIENNES,59300,Avesnes-sur-Helpe
CENTRE DE SANTE DENTAIRE APREVA,,CENTRE DE SANTE DENTAIRE APREVA BP299 RUE DES CANONNIERS,VALENCIENNES CEDEX,59300,Avesnes-sur-Helpe
LECOCQ GUILLAUME,03 27 47 43 19,41 RUE DU REMPART,VALENCIENNES,59300,Avesnes-sur-Helpe
CQENTRE SANTE DENTAIRE D ANZIN APREVA,,CQENTRE SANTE DENTAIRE D ANZIN APREVA 224 RUE JEAN JAURES,ANZIN,59410,Avesnes-sur-Helpe
EL JABRI YASSIR,03 27 44 37 46,CABINET DU DR EL JABRI 14 RUE DU MARECHAL LECLERC,DENAIN,59220,Avesnes-sur-Helpe
LAVALARD FLORENCE,03 27 82 33 77,65 BOULEVARD VAUBAN,CAMBRAI,59400,Avesnes-sur-Helpe
BODART CHRISTOPHE,03 27 83 14 48,18B RUE DE PERONNE,CAMBRAI,59400,Avesnes-sur-Helpe
GUILLEMONT ISABELLE,03 27 74 85 85,SELARL CABINET DENTAIRE DOCTEUR GUILLE 2 AVENUE DE LA VICTOIRE,CAMBRAI,59400,Avesnes-sur-Helpe
DEFURNE ANNE,03 27 74 85 85,SELARL CABINET DENTAIRE DOCTEUR DEFURN 2 AVENUE DE LA VICTOIRE,CAMBRAI,59400,Avesnes-sur-Helpe
LAVALARD FLORENCE,03 27 82 33 77,65 BOULEVARD VAUBAN,CAMBRAI,59400,Awoingt
BODART CHRISTOPHE,03 27 83 14 48,18B RUE DE PERONNE,CAMBRAI,59400,Awoingt
DEFURNE ANNE,03 27 74 85 85,SELARL CABINET DENTAIRE DOCTEUR DEFURN 2 AVENUE DE LA VICTOIRE,CAMBRAI,59400,Awoingt
GUILLEMONT ISABELLE,03 27 74 85 85,SELARL CABINET DENTAIRE DOCTEUR GUILLE 2 AVENUE DE LA VICTOIRE,CAMBRAI,59400,Awoingt
EL JABRI YASSIR,03 27 44 37 46,CABINET DU DR EL JABRI 14 RUE DU MARECHAL LECLERC,DENAIN,59220,Awoingt
ESCHARD CAROLINE,03 27 97 08 58,CABINET DU DR ESCHARD 8 RUE MARTIN DU NORD,DOUAI,59500,Awoingt
JARCET CAROLINE,03 27 88 75 98,JARCET WALKOWIAK 25 BOULEVARD DE LA REPUBLIQUE,DOUAI,59500,Awoingt
LECLERCQ VINCENT,03 27 88 75 98,LECLERCQ VINCENT 25 BOULEVARD DE LA REPUBLIQUE,DOUAI,59500,Awoingt
DELACOURT PHILIPPE,,25 BOULEVARD DE LA REPUBLIQUE,DOUAI,59500,Awoingt
COLLET BILBEAU ANNE SOPHIE,03 27 19 18 10,29 RUE CAPRON,VALENCIENNES,59300,Awoingt
WAQUET RODRIGUEZ STEPHANIE,03 27 09 07 00,SELARL DR STEPHANIE WAQUET RODRIGUEZ 80 RUE DE PARIS,VALENCIENNES,59300,Awoingt
VEERASAMY KESAVAN,03 27 30 93 05,28 RUE DU PROFOND SENS,VALENCIENNES,59300,Awoingt
LECOCQ GUILLAUME,03 27 47 43 19,41 RUE DU REMPART,VALENCIENNES,59300,Awoingt
DEGARDIN LESNE ANNE CLARY,03 27 45 24 31,37 RUE JACQUES PERDRIX,VALENCIENNES,59300,Awoingt
GEYSELINCK HELENE,03 27 47 14 31,19 PLACE JEHAN FROISSART,VALENCIENNES,59300,Awoingt
FLAMENT VALERIE,03 27 25 36 36,37 RUE THIERS,LE QUESNOY,59530,Awoingt
CENTRE DE SANTE DENTAIRE APREVA,,CENTRE DE SANTE DENTAIRE APREVA BP299 RUE DES CANONNIERS,VALENCIENNES CEDEX,59300,Awoingt
CQENTRE SANTE DENTAIRE D ANZIN APREVA,,CQENTRE SANTE DENTAIRE D ANZIN APREVA 224 RUE JEAN JAURES,ANZIN,59410,Awoingt
FAES JOHN,03 27 77 11 95,48B ROUTE D'HAPPEGARBES,LANDRECIES,59550,Awoingt
DEVULDER ANNE,03 27 36 80 83,116 RUE DE LA WEMBERGHE,ST AMAND LES EAUX,59230,Awoingt
TRUONG TAN TRUNG LISA,03 27 36 80 83,116 RUE DE LA WEMBERGHE,ST AMAND LES EAUX,59230,Awoingt
DE GRIECK OLIVIER,03 27 32 04 04,101 RUE D ORCHIES,ST AMAND LES EAUX,59230,Awoingt
CENTRE DE SANTE DENTAIRE APREVA,,CENTRE DE SANTE DENTAIRE APREVA 32 RUE DAVAINE,ST AMAND LES EAUX,59230,Awoingt
HADJIAT FADIL,03 21 42 46 29,CABINET DR HADJIAT 10 RUE CARNOT,NOYELLES GODAULT,62950,Awoingt
HENNION JULIETTE,03 20 71 78 00,DESSEIN PINET 24 RUE JULES FERRY,ORCHIES,59310,Awoingt
DESSEIN PINET MARTINE,,DESSEIN PINET 24 RUE JULES FERRY,ORCHIES,59310,Awoingt
CAUCHY DELODDERE DELPHINE,03 21 20 56 05,SELARL DES DRS DELPHINE ET DAVID CAUCH 10 PLACE WAGON,HENIN BEAUMONT,62110,Awoingt
MASSE ANNE LAETITIA,03 21 20 56 05,DOCTEUR ANNE LAETITIA MASSE TRUFFAUT 10 PLACE WAGON,HENIN BEAUMONT,62110,Awoingt
CAUCHY DAVID,03 21 20 56 05,SELARL DES DRS DELPHINE ET DAVID CAUCH 10 PLACE WAGON,HENIN BEAUMONT,62110,Awoingt
FILLIOT EMMANUEL,03 23 62 25 67,CABINET DENTAIRE 15 RUE DU COLONEL FABIEN,ST QUENTIN,02100,Awoingt
ROSE EDOUARD,03 21 71 60 04,SELARL DES DOCTEURS ROSE 2 RUE GUSTAVE COLIN,ARRAS,62000,Awoingt
ROSE HAMME ALEXANDRA,03 21 71 60 04,SELARL DES DOCTEURS ROSE 2 RUE GUSTAVE COLIN,ARRAS,62000,Awoingt
SPLET TO TRINH,03 23 62 14 01,100 BOULEVARD RICHELIEU,ST QUENTIN,02100,Awoingt
TRIPLET HUBERT,,SELARL DR TRIPLET 70 GRAND PLACE,ARRAS,62000,Awoingt
GHEYSENS DEBOMY PASCALE,03 21 23 21 57,CABINET 38 RUE GAMBETTA,ARRAS,62000,Awoingt
FOUMOU MORETTI NATHALIE,03 21 69 35 34,SELARL DU DOCTEUR FOUMOU MORETTI 3 RUE PASTEUR,CARVIN,62220,Awoingt
MILONAS LAETITIA,03 21 69 35 34,SELARL DU DOCTEUR MILONAS 3 RUE LOUIS PASTEUR,CARVIN,62220,Awoingt
CLAUDE PHILIPPE,03 21 37 57 00,19 RUE EMILE ZOLA,CARVIN,62220,Awoingt
GAUTHY SOPHIE,03 21 28 94 75,CABINET DENTAIRE 78 AVENUE DU 4 SEPTEMBRE,LENS,62300,Awoingt
PIC AURELIE,03 21 67 05 01,DRS PIC ET VAAST SELARL DE CHIRUGIENS 75 AVENUE DU 4 SEPTEMBRE,LENS,62300,Awoingt
MAILLY JULIEN,03 21 67 05 01,SELARL DRS PIC ET VAAST CHIR DENT 75 AVENUE DU 4 SEPTEMBRE,LENS,62300,Awoingt
LEFEBVRE SANDRINE,03 21 44 43 67,CABINET DENTAIRE RESIDENCE EQUINOXE PLACE GAMBETTA,LIEVIN,62800,Awoingt
RABACHE MATHILDE,03 20 79 45 97,SELARL DU DOCTEUR RIZZO MATHILDE SELARL DU DR RIZZO M 250 RUE SALVADOR ALLENDE,CYSOING,59830,Awoingt
DERENNE JOURDA BEATRICE,01 34 22 09 90,9 PLACE DES COLONNES,CERGY ST CHRISTOPHE,95800,Awoingt
ROBEYNS ETIENNE,03 20 32 55 88,98 RUE MAURICE BOUCHERY,SECLIN,59113,Awoingt
KUREK JEAN CHRISTOPHE,03 21 40 30 12,CABINET DR KUREK 12D RUE VICTOR HUGO,BENIFONTAINE,62410,Awoingt
LAGACHE SOPHIE,03 20 30 90 74,52 RUE DE DON,ANNOEULLIN,59112,Awoingt
VENDEVILLE GAEL,,SMILE CHIRURGIE DENTAIRE ET ORTHODONTI SMILE CHIRURGIE DENTAIRE 3 RUE DE REIMS,WATTIGNIES,59139,Awoingt
VENDEVILLE AUDREY,03 20 96 11 30,ALIGN CHIRURGIE DENTAIRE ET ORTHODONTI ALIGN CHIRURGIE DENTAIRE 3 RUE DE REIMS,WATTIGNIES,59139,Awoingt
TELLIEZ PIERRE,03 20 19 01 01,CABINET DU DOCTEUR TELLIEZ 27 ROUTE DE SAINGHIN,VILLENEUVE D ASCQ,59493,Awoingt
DELCOURT ERIC,03 20 19 01 01,27 ROUTE DE SAINGHIN,VILLENEUVE D ASCQ,59493,Awoingt
VEERASAMY MALINOWSKI STEPHANIE,03 20 60 33 92,SELARL ORTHODONTIE STEPHANIE VEERASAMY 68 RUE CLEMENCEAU,WATTIGNIES,59139,Awoingt
BIALAIS BRUNO,03 20 60 33 92,SELARL ORTHODONTIE BIALAIS SELARL ORTHODONTIE BIALAI 68 RUE CLEMENCEAU,WATTIGNIES,59139,Awoingt
MAILLY JULIEN,03 21 67 05 01,SELARL DRS PIC ET VAAST CHIR DENT 75 AVENUE DU 4 SEPTEMBRE,LENS,62300,Awoingt
LEFEBVRE SANDRINE,03 21 44 43 67,CABINET DENTAIRE RESIDENCE EQUINOXE PLACE GAMBETTA,LIEVIN,62800,Awoingt
RABACHE MATHILDE,03 20 79 45 97,SELARL DU DOCTEUR RIZZO MATHILDE SELARL DU DR RIZZO M 250 RUE SALVADOR ALLENDE,CYSOING,59830,Awoingt
DERENNE JOURDA BEATRICE,01 34 22 09 90,9 PLACE DES COLONNES,CERGY ST CHRISTOPHE,95800,Awoingt
ROBEYNS ETIENNE,03 20 32 55 88,98 RUE MAURICE BOUCHERY,SECLIN,59113,Awoingt
KUREK JEAN CHRISTOPHE,03 21 40 30 12,CABINET DR KUREK 12D RUE VICTOR HUGO,BENIFONTAINE,62410,Awoingt
LAGACHE SOPHIE,03 20 30 90 74,52 RUE DE DON,ANNOEULLIN,59112,Awoingt
VENDEVILLE GAEL,,SMILE CHIRURGIE DENTAIRE ET ORTHODONTI SMILE CHIRURGIE DENTAIRE 3 RUE DE REIMS,WATTIGNIES,59139,Awoingt
VENDEVILLE AUDREY,03 20 96 11 30,ALIGN CHIRURGIE DENTAIRE ET ORTHODONTI ALIGN CHIRURGIE DENTAIRE 3 RUE DE REIMS,WATTIGNIES,59139,Awoingt
TELLIEZ PIERRE,03 20 19 01 01,CABINET DU DOCTEUR TELLIEZ 27 ROUTE DE SAINGHIN,VILLENEUVE D ASCQ,59493,Awoingt
DELCOURT ERIC,03 20 19 01 01,27 ROUTE DE SAINGHIN,VILLENEUVE D ASCQ,59493,Awoingt
VEERASAMY MALINOWSKI STEPHANIE,03 20 60 33 92,SELARL ORTHODONTIE STEPHANIE VEERASAMY 68 RUE CLEMENCEAU,WATTIGNIES,59139,Awoingt
BIALAIS BRUNO,03 20 60 33 92,SELARL ORTHODONTIE BIALAIS SELARL ORTHODONTIE BIALAI 68 RUE CLEMENCEAU,WATTIGNIES,59139,Awoingt
POTTIER COUVREUR BENEDICTE,03 27 62 10 64,PORTE DE MONS RESIDENCE LE VAUBAN C,MAUBEUGE,59600,Bachant
MERCIER GAELE,,PORTE DE MONS RESIDENCE LE VAUBAN C,MAUBEUGE,59600,Bachant
CORNUT PAULINE,03 27 67 51 82,SELARL DU DOCTEUR PAULINE CORNUT MUDES SELARL DR CORNUT MUDES 1040 AVENUE CLEMENCEAU,FERRIERE LA GRANDE,59680,Bachant
FLAMENT VALERIE,03 27 25 36 36,37 RUE THIERS,LE QUESNOY,59530,Bachant
FAES JOHN,03 27 77 11 95,48B ROUTE D'HAPPEGARBES,LANDRECIES,59550,Bachant
DEGARDIN LESNE ANNE CLARY,03 27 45 24 31,37 RUE JACQUES PERDRIX,VALENCIENNES,59300,Bachant
VEERASAMY KESAVAN,03 27 30 93 05,28 RUE DU PROFOND SENS,VALENCIENNES,59300,Bachant
GEYSELINCK HELENE,03 27 47 14 31,19 PLACE JEHAN FROISSART,VALENCIENNES,59300,Bachant
COLLET BILBEAU ANNE SOPHIE,03 27 19 18 10,29 RUE CAPRON,VALENCIENNES,59300,Bachant
CENTRE DE SANTE DENTAIRE APREVA,,CENTRE DE SANTE DENTAIRE APREVA BP299 RUE DES CANONNIERS,VALENCIENNES CEDEX,59300,Bachant
WAQUET RODRIGUEZ STEPHANIE,03 27 09 07 00,SELARL DR STEPHANIE WAQUET RODRIGUEZ 80 RUE DE PARIS,VALENCIENNES,59300,Bachant
LECOCQ GUILLAUME,03 27 47 43 19,41 RUE DU REMPART,VALENCIENNES,59300,Bachant
CQENTRE SANTE DENTAIRE D ANZIN APREVA,,CQENTRE SANTE DENTAIRE D ANZIN APREVA 224 RUE JEAN JAURES,ANZIN,59410,Bachant
EL JABRI YASSIR,03 27 44 37 46,CABINET DU DR EL JABRI 14 RUE DU MARECHAL LECLERC,DENAIN,59220,Bachant
CENTRE DE SANTE DENTAIRE APREVA,,CENTRE DE SANTE DENTAIRE APREVA 32 RUE DAVAINE,ST AMAND LES EAUX,59230,Bachant
DE GRIECK OLIVIER,03 27 32 04 04,101 RUE D ORCHIES,ST AMAND LES EAUX,59230,Bachant
DEVULDER ANNE,03 27 36 80 83,116 RUE DE LA WEMBERGHE,ST AMAND LES EAUX,59230,Bachant
TRUONG TAN TRUNG LISA,03 27 36 80 83,116 RUE DE LA WEMBERGHE,ST AMAND LES EAUX,59230,Bachant
LAVALARD FLORENCE,03 27 82 33 77,65 BOULEVARD VAUBAN,CAMBRAI,59400,Bachant
DEFURNE ANNE,03 27 74 85 85,SELARL CABINET DENTAIRE DOCTEUR DEFURN 2 AVENUE DE LA VICTOIRE,CAMBRAI,59400,Bachant
GUILLEMONT ISABELLE,03 27 74 85 85,SELARL CABINET DENTAIRE DOCTEUR GUILLE 2 AVENUE DE LA VICTOIRE,CAMBRAI,59400,Bachant
BODART CHRISTOPHE,03 27 83 14 48,18B RUE DE PERONNE,CAMBRAI,59400,Bachant
GUILLEMONT ISABELLE,03 27 74 85 85,SELARL CABINET DENTAIRE DOCTEUR GUILLE 2 AVENUE DE LA VICTOIRE,CAMBRAI,59400,Bachant
BODART CHRISTOPHE,03 27 83 14 48,18B RUE DE PERONNE,CAMBRAI,59400,Bachant
BARBONI SABINE,,PLACE DU FAYAL,LALBENQUE,46230,Bachy
CHAYRIGUES SAMUEL,05 65 30 12 50,S E L A R L CHAYRIGUES BOURGEADE CABINET DENTAIRE 182 QUAI EUGENE CAVAIGNAC,CAHORS,46000,Bachy
SOTE ELIOTT,05 65 30 12 50,SELARL CHAYRIGUES 182 QUAI EUGENE CAVAIGNAC,CAHORS,46000,Bachy
RUTILY AGATHE,,CABINET DU DR RUTILY 149 RUE VICTOR HUGO,CAHORS,46000,Bachy
BARBONI SABINE,,149 RUE VICTOR HUGO,CAHORS,46000,Bachy
LUX ANGELIQUE,05 63 20 45 28,SELARL GHAZI LUX 241 BOULEVARD BLAISE DOUMERC,MONTAUBAN,82000,Bachy
GHAZI DANIEL,05 63 20 45 28,SELARL GHAZI LUX 241 BOULEVARD BLAISE DOUMERC,MONTAUBAN,82000,Bachy
MOUNET LOUIS,05 63 20 45 28,241 BOULEVARD BLAISE DOUMERC,MONTAUBAN,82000,Bachy
CASTELBOU LAURA,05 63 20 45 28,241 BOULEVARD BLAISE DOUMERC,MONTAUBAN,82000,Bachy
PRIEUR SOPHIE,05 63 66 40 09,SELARL MILHEAU PRIEUR MAGALLO 270 BOULEVARD MONTAURIOL,MONTAUBAN,82000,Bachy
MILHEAU JEAN FRANCOIS,05 63 66 40 09,SELARL MILHEAU PRIEUR MAGALLO 270 BOULEVARD MONTAURIOL,MONTAUBAN,82000,Bachy
MAGALLO FULDAIN JOANA,05 63 66 40 09,SELARL DRS MILHEAU PRIEUR MAGALLO FULD 270 BOULEVARD MONTAURIOL,MONTAUBAN,82000,Bachy
GEISSANT VERONIQUE,,22 AVENUE DE FUMEL,MONTAYRAL,47500,Bachy
BARBONI SABINE,,PLACE DU FAYAL,LALBENQUE,46230,Bachy
CHAYRIGUES SAMUEL,05 65 30 12 50,S E L A R L CHAYRIGUES BOURGEADE CABINET DENTAIRE 182 QUAI EUGENE CAVAIGNAC,CAHORS,46000,Bachy
SOTE ELIOTT,05 65 30 12 50,SELARL CHAYRIGUES 182 QUAI EUGENE CAVAIGNAC,CAHORS,46000,Bachy
RUTILY AGATHE,,CABINET DU DR RUTILY 149 RUE VICTOR HUGO,CAHORS,46000,Bachy
BARBONI SABINE,,149 RUE VICTOR HUGO,CAHORS,46000,Bachy
LUX ANGELIQUE,05 63 20 45 28,SELARL GHAZI LUX 241 BOULEVARD BLAISE DOUMERC,MONTAUBAN,82000,Bachy
GHAZI DANIEL,05 63 20 45 28,SELARL GHAZI LUX 241 BOULEVARD BLAISE DOUMERC,MONTAUBAN,82000,Bachy
MOUNET LOUIS,05 63 20 45 28,241 BOULEVARD BLAISE DOUMERC,MONTAUBAN,82000,Bachy
CASTELBOU LAURA,05 63 20 45 28,241 BOULEVARD BLAISE DOUMERC,MONTAUBAN,82000,Bachy
PRIEUR SOPHIE,05 63 66 40 09,SELARL MILHEAU PRIEUR MAGALLO 270 BOULEVARD MONTAURIOL,MONTAUBAN,82000,Bachy
MILHEAU JEAN FRANCOIS,05 63 66 40 09,SELARL MILHEAU PRIEUR MAGALLO 270 BOULEVARD MONTAURIOL,MONTAUBAN,82000,Bachy
MAGALLO FULDAIN JOANA,05 63 66 40 09,SELARL DRS MILHEAU PRIEUR MAGALLO FULD 270 BOULEVARD MONTAURIOL,MONTAUBAN,82000,Bachy
GEISSANT VERONIQUE,,22 AVENUE DE FUMEL,MONTAYRAL,47500,Bachy
BARBONI SABINE,,PLACE DU FAYAL,LALBENQUE,46230,Bachy
CHAYRIGUES SAMUEL,05 65 30 12 50,S E L A R L CHAYRIGUES BOURGEADE CABINET DENTAIRE 182 QUAI EUGENE CAVAIGNAC,CAHORS,46000,Bachy
SOTE ELIOTT,05 65 30 12 50,SELARL CHAYRIGUES 182 QUAI EUGENE CAVAIGNAC,CAHORS,46000,Bachy
RUTILY AGATHE,,CABINET DU DR RUTILY 149 RUE VICTOR HUGO,CAHORS,46000,Bachy
BARBONI SABINE,,149 RUE VICTOR HUGO,CAHORS,46000,Bachy
LUX ANGELIQUE,05 63 20 45 28,SELARL GHAZI LUX 241 BOULEVARD BLAISE DOUMERC,MONTAUBAN,82000,Bachy
GHAZI DANIEL,05 63 20 45 28,SELARL GHAZI LUX 241 BOULEVARD BLAISE DOUMERC,MONTAUBAN,82000,Bachy
MOUNET LOUIS,05 63 20 45 28,241 BOULEVARD BLAISE DOUMERC,MONTAUBAN,82000,Bachy
CASTELBOU LAURA,05 63 20 45 28,241 BOULEVARD BLAISE DOUMERC,MONTAUBAN,82000,Bachy
PRIEUR SOPHIE,05 63 66 40 09,SELARL MILHEAU PRIEUR MAGALLO 270 BOULEVARD MONTAURIOL,MONTAUBAN,82000,Bachy
MILHEAU JEAN FRANCOIS,05 63 66 40 09,SELARL MILHEAU PRIEUR MAGALLO 270 BOULEVARD MONTAURIOL,MONTAUBAN,82000,Bachy
MAGALLO FULDAIN JOANA,05 63 66 40 09,SELARL DRS MILHEAU PRIEUR MAGALLO FULD 270 BOULEVARD MONTAURIOL,MONTAUBAN,82000,Bachy
GEISSANT VERONIQUE,,22 AVENUE DE FUMEL,MONTAYRAL,47500,Bachy
SCHUTZ DAUX AURELIE,03 28 48 16 24,CABINET DU DR SCHUTZ DAUX 2T RUE DE LILLE,BAILLEUL,59270,Bailleul
BLANCKAERT HORREIN ISABELLE,03 28 42 21 20,13 RUE D YPRES,BAILLEUL,59270,Bailleul
PETITPREZ CAROLINE,,CABINET DU DR PETITPREZ 4 RUE EMILE ROCHE,ESTAIRES,59940,Bailleul
BIECQ MARION,03 28 49 73 29,30B RUE NATIONALE,HAZEBROUCK,59190,Bailleul
SERVAIS RICHARD,03 28 49 82 35,48 RUE DU RIVAGE,HAZEBROUCK,59190,Bailleul
DE WIEST ELIANE,03 28 48 62 26,24 RUE D'AIRE,HAZEBROUCK,59190,Bailleul
LEROUX CATHERINE,03 28 49 53 55,35 RUE DE THEROUANNE,HAZEBROUCK,59190,Bailleul
MUTELET OLIVIER,03 20 35 48 10,CABINET DU DR MUTELET 13 RUE PAUL POUCHAIN,ARMENTIERES,59280,Bailleul
BOUDOUX BRIGITTE,03 20 35 48 10,CABINET DU DR BOUDOUX DOBY 2/4 PLACE LAMBIN RESIDENCE VERONESE,ARMENTIERES,59280,Bailleul
DE VADDER HELENE,,SELARL ORTHO SULLY 536 AVENUE SULLY,BETHUNE,62400,Bailleul
PONTHIEUX VIRGINIE,03 21 52 42 08,SCM SULLY 536 AVENUE SULLY,BETHUNE,62400,Bailleul
TOUREH ERIC,03 21 57 89 01,CABINET DU DR TOUREH 27 RUE HENRI DUNANT,BETHUNE,62400,Bailleul
LAWNICZAK HUGUES,03 21 68 63 88,SELAS DE CHIRURGIENS DENTISTES EBHL 57 RUE ARISTIDE HURBIEZ,BETHUNE,62400,Bailleul
BOURHIS EMILIE,03 21 68 63 88,SELAS DE CHIRURGIENS DENTISTES EBHL 57 RUE ARISTIDE HURBIEZ,BETHUNE,62400,Bailleul
LE BRIS CAROLINE,03 20 22 24 04,SELARL DU DOCTEUR LE BRIS CAROLINE 84 RUE EDOUARD AGACHE,PERENCHIES,59840,Bailleul
HONG TUAN HA EMILIE,03 20 22 24 04,SELARL DU DOCTEUR HONG TUAN HA EMILIE 84 RUE EDOUARD AGACHE,PERENCHIES,59840,Bailleul
JOULIA DENIS,03 20 49 90 56,5 RUE DE LILLE,LA BASSEE,59480,Bailleul
COSTENOBLE ALINE,03 20 96 42 78,SELARL DOCTEUR ALINE COSTENOBLE 1B RUE DU CHEVALIER DE LA BARRE,SAINGHIN EN WEPPES,59184,Bailleul
LEFEBVRE BIZARD MARTINE,03 28 36 93 30,10 RUE D HURLUPIN,COMINES,59560,Bailleul
BODART PATRICK,03 20 50 56 01,1ER ETAGE 19 RUE SADI CARNOT 19/21,HAUBOURDIN,59320,Bailleul
